variables,OBS,YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,OUTAGE.START.DATE,OUTAGE.START.TIME,OUTAGE.RESTORATION.DATE,OUTAGE.RESTORATION.TIME,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND,candidate_group_id,candidate_group_size,candidate_row_rank,duplicate_candidate,duplicate_excess_row,normalized_cause_category_detail,start_timestamp_local,restoration_timestamp_local,reported_duration_min,timestamp_duration_min,duration_delta_min,complete_temporal,timestamp_duration_nonnegative,reported_duration_positive,reported_duration_nonnegative,demand_loss_mw_numeric,demand_loss_known,demand_loss_positive,demand_loss_zero,customers_affected_numeric,nerc_regions,multi_nerc,source_row_primary_duration_member,source_row_known_loss_member,source_row_positive_loss_member,source_row_zero_duration_member
__MISSING__,30,2012,6,Tennessee,TN,SERC,Central,-0.1,normal,2012-06-30T00:00:00,15:00:00,2012-07-02T00:00:00,12:00:00,public appeal,__MISSING__,__MISSING__,2700,__MISSING__,__MISSING__,10.24,10.47,7.63,9.55,3426874,2521819,2446188,8395017,40.8203342530456,30.0394746073772,29.1385711309459,2721099,466513,1957,3189570,85.3124088827021,14.6262035321376,0.0613562329718426,41469,48156,0.861138798903563,2.5,1819,267689,0.679519890619338,0.4,6455469,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,55a359fa2f5861955f39e5d1b108a2a751b9eec2780731149a7b9eca90bdf35f,1,1,false,false,__MISSING__,2012-06-30T15:00:00,2012-07-02T12:00:00,2700,2700,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,SERC,false,true,false,false,true
__MISSING__,31,2014,6,Tennessee,TN,SERC,Central,0,normal,2014-06-19T00:00:00,08:47:00,2014-06-19T00:00:00,08:48:00,intentional attack,vandalism,__MISSING__,1,__MISSING__,__MISSING__,10.85,10.79,7.21,9.93,3362567,2962880,2079166,8404698,40.0081835183132,35.2526646406569,24.7381405018955,2756932,471794,1271,3229998,85.3539847393094,14.6066344313526,0.0393498695664827,41955,49091,0.854637306227211,0.8,1739,274775,0.632881448457829,0.4,6547779,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,439e5dfc6f66c5576061c763a34da09bb3a5442dffee34d9c892c3179703186a,1,1,false,false,vandalism,2014-06-19T08:47:00,2014-06-19T08:48:00,1,1,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,SERC,false,true,false,false,true
__MISSING__,32,2011,4,Tennessee,TN,SERC,Central,-0.5,cold,2011-04-04T00:00:00,14:00:00,2011-04-08T00:00:00,00:01:00,severe weather,__MISSING__,__MISSING__,4921,300,73000,9.98,10.1,6.48,8.91,2789635,2193662,2295490,7278927,38.3248107859853,30.1371616997945,31.5361041538128,2708113,463992,2017,3174123,85.3184643443244,14.6179590393945,0.0635451115158423,40465,47586,0.850355146471651,2,1798,258910,0.694449808813874,0.4,6398408,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,424d731cb61cc61d016934af536bae9a565d3689003178489274eff32ac0c622,1,1,false,false,__MISSING__,2011-04-04T14:00:00,2011-04-08T00:01:00,4921,4921,0,true,true,true,true,300,true,true,false,73000,SERC,false,true,true,true,true
__MISSING__,33,2015,5,Tennessee,TN,SERC,Central,0.8,warm,2015-05-02T00:00:00,22:51:00,2015-05-03T00:00:00,00:26:00,intentional attack,vandalism,__MISSING__,95,1,215,10.58,10.15,5.47,9.02,2520710,2612194,1930968,7063873,35.6845317009522,36.979628597513,27.3358255449949,2783058,476405,1245,3260708,85.3513408744358,14.6104772337787,0.038181891785465,42457,49844,0.851797608538641,1.2,1692,282752,0.598404255319149,0.4,6600299,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,7ac6fc2a34caa97ee9fa4e2bc8a0c860a904f3e8553fbb0dc3322d0f4ba923de,1,1,false,false,vandalism,2015-05-02T22:51:00,2015-05-03T00:26:00,95,95,0,true,true,true,true,1,true,true,false,215,SERC,false,true,true,true,true
__MISSING__,34,2015,2,Tennessee,TN,SERC,Central,0.5,warm,2015-02-21T00:00:00,08:34:00,2015-02-21T00:00:00,12:45:00,severe weather,winter,__MISSING__,251,__MISSING__,50000,9.85,10.08,6.14,9.2,4439168,2699413,1709771,8848352,50.1694326807975,30.50752275678,19.3230445624225,2783058,476405,1245,3260708,85.3513408744358,14.6104772337787,0.038181891785465,42457,49844,0.851797608538641,1.2,1692,282752,0.598404255319149,0.4,6600299,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,bb1274a4d9ef7aaac88ea2b4941b6319135dd3fa97de1c937a8894fcfe9fe419,1,1,false,false,winter,2015-02-21T08:34:00,2015-02-21T12:45:00,251,251,0,true,true,true,true,__MISSING__,false,false,false,50000,SERC,false,true,false,false,true
__MISSING__,35,2014,6,Tennessee,TN,SERC,Central,0,normal,2014-06-05T00:00:00,03:00:00,2014-06-07T00:00:00,23:45:00,severe weather,thunderstorm,__MISSING__,4125,494,38500,10.85,10.79,7.21,9.93,3362567,2962880,2079166,8404698,40.0081835183132,35.2526646406569,24.7381405018955,2756932,471794,1271,3229998,85.3539847393094,14.6066344313526,0.0393498695664827,41955,49091,0.854637306227211,0.8,1739,274775,0.632881448457829,0.4,6547779,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,cf8d213da58677752da38183beecae77cbd6f178f2e8b5e735a31550546e436b,1,1,false,false,thunderstorm,2014-06-05T03:00:00,2014-06-07T23:45:00,4125,4125,0,true,true,true,true,494,true,true,false,38500,SERC,false,true,true,true,true
__MISSING__,36,2011,4,Tennessee,TN,SERC,Central,-0.5,cold,2011-04-19T00:00:00,23:02:00,2011-04-21T00:00:00,17:32:00,severe weather,__MISSING__,__MISSING__,2550,300,105000,9.98,10.1,6.48,8.91,2789635,2193662,2295490,7278927,38.3248107859853,30.1371616997945,31.5361041538128,2708113,463992,2017,3174123,85.3184643443244,14.6179590393945,0.0635451115158423,40465,47586,0.850355146471651,2,1798,258910,0.694449808813874,0.4,6398408,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,b8cc4a5b370c3f137b39a848bc991857d0f147f26f98efe9798df95c89a06a8e,1,1,false,false,__MISSING__,2011-04-19T23:02:00,2011-04-21T17:32:00,2550,2550,0,true,true,true,true,300,true,true,false,105000,SERC,false,true,true,true,true
__MISSING__,37,2016,7,Tennessee,TN,SERC,Central,-0.3,normal,2016-07-13T00:00:00,15:00:00,__MISSING__,__MISSING__,system operability disruption,public appeal,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,2812287,480032,1193,3293512,85.388697536247,14.5750797325165,0.036222731236443,43720,50660,0.863008290564548,3,1813,290712,0.623641266958364,0.5,6649404,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,f54c2431cb8f620ccbee0d752f445ebc5c4c0122a179ffc76c42aab128ad1c59,1,1,false,false,public appeal,2016-07-13T15:00:00,__MISSING__,__MISSING__,__MISSING__,__MISSING__,false,false,false,false,__MISSING__,false,false,false,__MISSING__,SERC,false,false,false,false,false
__MISSING__,38,2014,1,Tennessee,TN,SERC,Central,-0.5,cold,2014-01-23T00:00:00,16:00:00,2014-01-24T00:00:00,12:00:00,severe weather,winter,__MISSING__,1200,__MISSING__,__MISSING__,9.73,10.02,6.27,9.13,4795011,2841462,1912538,9549176,50.2138718565874,29.7560962328058,20.0283040128279,2756932,471794,1271,3229998,85.3539847393094,14.6066344313526,0.0393498695664827,41955,49091,0.854637306227211,0.8,1739,274775,0.632881448457829,0.4,6547779,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,e5b8697e40898a766081f48a255e18f0dbfe0f0fad8213bdca7a6b2b5df87de3,1,1,false,false,winter,2014-01-23T16:00:00,2014-01-24T12:00:00,1200,1200,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,SERC,false,true,false,false,true
__MISSING__,39,2015,3,Tennessee,TN,SERC,Central,0.6,warm,2015-03-04T00:00:00,09:05:00,2015-03-04T00:00:00,14:15:00,intentional attack,vandalism,__MISSING__,310,__MISSING__,__MISSING__,9.79,10.03,5.82,9.03,4145396,2667288,1818519,8631202,48.0280266873606,30.9028568674444,21.0691280310668,2783058,476405,1245,3260708,85.3513408744358,14.6104772337787,0.038181891785465,42457,49844,0.851797608538641,1.2,1692,282752,0.598404255319149,0.4,6600299,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,076109013c694da4c732ee3654ddace8386571f9542d1f0c20f132b343163b75,1,1,false,false,vandalism,2015-03-04T09:05:00,2015-03-04T14:15:00,310,310,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,SERC,false,true,false,false,true
__MISSING__,40,2013,1,Tennessee,TN,SERC,Central,-0.4,normal,2013-01-17T00:00:00,19:02:00,2013-01-19T00:00:00,18:00:00,severe weather,winter storm,__MISSING__,2818,__MISSING__,80000,9.98,10.22,6.27,9.23,4036964,2732219,1938626,8707973,46.3593995985059,31.3760619147533,22.2626551552238,2738547,469382,1191,3209121,85.3363584607748,14.6264974115965,0.0371129664478217,41642,48396,0.860443011819159,0.4,1827,270562,0.675261123143679,0.4,6496130,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,57488125e0803b0efc3693ce785c03e89131bc92e8306085d00c05c5a1d75ef9,1,1,false,false,winter storm,2013-01-17T19:02:00,2013-01-19T18:00:00,2818,2818,0,true,true,true,true,__MISSING__,false,false,false,80000,SERC,false,true,false,false,true
__MISSING__,41,2011,4,Tennessee,TN,SERC,Central,-0.5,cold,2011-04-04T00:00:00,11:47:00,2011-04-08T00:00:00,00:01:00,severe weather,__MISSING__,__MISSING__,5054,359,63000,9.98,10.1,6.48,8.91,2789635,2193662,2295490,7278927,38.3248107859853,30.1371616997945,31.5361041538128,2708113,463992,2017,3174123,85.3184643443244,14.6179590393945,0.0635451115158423,40465,47586,0.850355146471651,2,1798,258910,0.694449808813874,0.4,6398408,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,af6005e1d82ba9dc690480e3e50c06a2b58dd86e19c9f78d5896f35804c84089,1,1,false,false,__MISSING__,2011-04-04T11:47:00,2011-04-08T00:01:00,5054,5054,0,true,true,true,true,359,true,true,false,63000,SERC,false,true,true,true,true
__MISSING__,42,2009,6,Tennessee,TN,SERC,Central,0.4,normal,2009-06-12T00:00:00,16:37:00,2009-06-12T00:00:00,18:53:00,severe weather,storm,__MISSING__,136,860,136000,9.47,9.64,7.05,8.87,3213878,2478499,2097910,7790440,41.254126852912,31.8146215104667,26.9292876910675,2693821,458054,2040,3153916,85.4119450232663,14.523341775748,0.0646814943708076,39220,46680,0.84018851756641,-4.8,1598,247321,0.64612386331933,0.5,6306019,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,fe34da79b69ba442a68a666ad2bb064d46d29131b1fde20f4dc7aaff6f868f84,1,1,false,false,storm,2009-06-12T16:37:00,2009-06-12T18:53:00,136,136,0,true,true,true,true,860,true,true,false,136000,SERC,false,true,true,true,true
__MISSING__,43,2014,3,Tennessee,TN,SERC,Central,-0.4,normal,2014-03-03T00:00:00,06:40:00,2014-03-03T00:00:00,15:28:00,severe weather,wind storm,__MISSING__,528,__MISSING__,65904,10.57,10.86,6.41,9.65,3577786,2539592,1962495,8080023,44.2794036601133,31.4305045913854,24.288235318142,2756932,471794,1271,3229998,85.3539847393094,14.6066344313526,0.0393498695664827,41955,49091,0.854637306227211,0.8,1739,274775,0.632881448457829,0.4,6547779,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,0a75c1b2ac8226c513b268f80a5bdaa71bc70312ffbd6e7571bc413bd40bc609,1,1,false,false,wind storm,2014-03-03T06:40:00,2014-03-03T15:28:00,528,528,0,true,true,true,true,__MISSING__,false,false,false,65904,SERC,false,true,false,false,true
__MISSING__,44,2014,1,Tennessee,TN,SERC,Central,-0.5,cold,2014-01-07T00:00:00,06:00:00,2014-01-07T00:00:00,08:30:00,severe weather,winter,__MISSING__,150,__MISSING__,__MISSING__,9.73,10.02,6.27,9.13,4795011,2841462,1912538,9549176,50.2138718565874,29.7560962328058,20.0283040128279,2756932,471794,1271,3229998,85.3539847393094,14.6066344313526,0.0393498695664827,41955,49091,0.854637306227211,0.8,1739,274775,0.632881448457829,0.4,6547779,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,d3b00e375d7ec6f7199ac276a3634917e925dc90a13d192e797a58cbf6f88a6c,2,2,true,true,winter,2014-01-07T06:00:00,2014-01-07T08:30:00,150,150,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,SERC,false,true,false,false,true
__MISSING__,45,2011,4,Tennessee,TN,SERC,Central,-0.5,cold,2011-04-25T00:00:00,16:33:00,2011-04-25T00:00:00,17:19:00,equipment failure,__MISSING__,__MISSING__,46,140,__MISSING__,9.98,10.1,6.48,8.91,2789635,2193662,2295490,7278927,38.3248107859853,30.1371616997945,31.5361041538128,2708113,463992,2017,3174123,85.3184643443244,14.6179590393945,0.0635451115158423,40465,47586,0.850355146471651,2,1798,258910,0.694449808813874,0.4,6398408,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,ac0d20d8f5e0727538d1cb4e32ad87e950370c7e42ecd2aa5ba36f2f4ff07b3e,1,1,false,false,__MISSING__,2011-04-25T16:33:00,2011-04-25T17:19:00,46,46,0,true,true,true,true,140,true,true,false,__MISSING__,SERC,false,true,true,true,true
__MISSING__,46,2014,6,Tennessee,TN,SERC,Central,0,normal,2014-06-24T00:00:00,14:54:00,2014-06-24T00:00:00,14:55:00,intentional attack,vandalism,__MISSING__,1,__MISSING__,__MISSING__,10.85,10.79,7.21,9.93,3362567,2962880,2079166,8404698,40.0081835183132,35.2526646406569,24.7381405018955,2756932,471794,1271,3229998,85.3539847393094,14.6066344313526,0.0393498695664827,41955,49091,0.854637306227211,0.8,1739,274775,0.632881448457829,0.4,6547779,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,541203b49e7d6d6573cc4190d1bc0195bc24cdf01066ff3bd84b5e93059c6a50,1,1,false,false,vandalism,2014-06-24T14:54:00,2014-06-24T14:55:00,1,1,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,SERC,false,true,false,false,true
__MISSING__,47,2014,1,Tennessee,TN,SERC,Central,-0.5,cold,2014-01-23T00:00:00,04:00:00,2014-01-24T00:00:00,12:00:00,severe weather,winter,__MISSING__,1920,__MISSING__,__MISSING__,9.73,10.02,6.27,9.13,4795011,2841462,1912538,9549176,50.2138718565874,29.7560962328058,20.0283040128279,2756932,471794,1271,3229998,85.3539847393094,14.6066344313526,0.0393498695664827,41955,49091,0.854637306227211,0.8,1739,274775,0.632881448457829,0.4,6547779,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,aaf4ca9918c6054b129ac8530275e2301f679cfee9f3d16d3190518b9a18f132,1,1,false,false,winter,2014-01-23T04:00:00,2014-01-24T12:00:00,1920,1920,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,SERC,false,true,false,false,true
__MISSING__,48,2016,4,Tennessee,TN,SERC,Central,1.1,warm,2016-04-27T00:00:00,13:36:00,__MISSING__,__MISSING__,intentional attack,vandalism,__MISSING__,__MISSING__,0,0,10.22,9.64,5.39,8.8,2517024,2577433,1681946,6776403,37.1439538055809,38.0354149539217,24.8206312404974,2812287,480032,1193,3293512,85.388697536247,14.5750797325165,0.036222731236443,43720,50660,0.863008290564548,3,1813,290712,0.623641266958364,0.5,6649404,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,0d5ee457e9b21130a41ba0bccf57acf6cdfaa90179e2337c6eb42b4036adf836,1,1,false,false,vandalism,2016-04-27T13:36:00,__MISSING__,__MISSING__,__MISSING__,__MISSING__,false,false,false,false,0,true,false,true,0,SERC,false,false,false,false,false
__MISSING__,49,2009,1,Tennessee,TN,SERC,Central,-0.7,cold,2009-01-27T00:00:00,21:45:00,2009-01-27T00:00:00,22:17:00,severe weather,winter storm,__MISSING__,32,850,__MISSING__,9.59,10.13,7.27,9.16,4221811,2337297,2180140,8739380,48.3079005604517,26.7444258059496,24.9461632289705,2693821,458054,2040,3153916,85.4119450232663,14.523341775748,0.0646814943708076,39220,46680,0.84018851756641,-4.8,1598,247321,0.64612386331933,0.5,6306019,66.39,12.02,1450.3,1076.2,55.6,7.05,1.72,97.8431093394077,2.15689066059225,2.15689066059225,33bda58486bc6231ce67a9e168b461cb0b8e41c1ddeec41a7cae769e69c10072,1,1,false,false,winter storm,2009-01-27T21:45:00,2009-01-27T22:17:00,32,32,0,true,true,true,true,850,true,true,false,__MISSING__,SERC,false,true,true,true,true
__MISSING__,50,2014,6,Wisconsin,WI,MRO,East North Central,0,normal,2014-06-27T00:00:00,13:21:00,__MISSING__,__MISSING__,fuel supply emergency, Coal,__MISSING__,__MISSING__,__MISSING__,__MISSING__,14.38,11.31,7.81,10.98,1706907,2012702,2037837,5757447,29.6469424729398,34.9582375660601,35.3948025921906,2631430,345907,5465,2982802,88.2200695855776,11.5967134258325,0.183216988589923,46676,49091,0.95080564665621,1.9,4680,268742,1.74144718726511,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,4f5fe19119677f365a0637f352e39fbe6fd3a31b965df5a882c0d7bb1eb54180,1,1,false,false,coal,2014-06-27T13:21:00,__MISSING__,__MISSING__,__MISSING__,__MISSING__,false,false,false,false,__MISSING__,false,false,false,__MISSING__,MRO,false,false,false,false,false
__MISSING__,51,2014,1,Wisconsin,WI,MRO,East North Central,-0.5,cold,2014-01-22T00:00:00,00:30:00,2014-01-22T00:00:00,02:45:00,intentional attack,vandalism,__MISSING__,135,__MISSING__,__MISSING__,12.86,10.24,7.16,10.28,2393637,2089309,1959985,6442931,37.1513679100397,32.4279276000317,30.4207044899286,2631430,345907,5465,2982802,88.2200695855776,11.5967134258325,0.183216988589923,46676,49091,0.95080564665621,1.9,4680,268742,1.74144718726511,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,4280edd0f925a8efa3a1655eb7522254cc7ab975cf54e39a9fabb85adef41838,1,1,false,false,vandalism,2014-01-22T00:30:00,2014-01-22T02:45:00,135,135,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,MRO,false,true,false,false,true
__MISSING__,52,2005,11,Wisconsin,WI,RFC,East North Central,-0.5,cold,2005-11-12T00:00:00,16:00:00,2005-11-14T00:00:00,18:00:00,severe weather,thunderstorm,__MISSING__,3000,10,48000,9.83,7.71,5.39,7.5,1650676,1739443,2008345,5398464,30.5767714668469,32.2210725124776,37.2021560206755,2526303,311844,7145,2845292,88.7888835311103,10.9599998875335,0.251116581356149,45266,48090,0.941276772717821,1.5,4656,251054,1.85458108614083,2.1,5546166,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,67abdcf558149bfce3fb576c0c0e2b6979f0809d6dee5e1df757229a498ae12d,1,1,false,false,thunderstorm,2005-11-12T16:00:00,2005-11-14T18:00:00,3000,3000,0,true,true,true,true,10,true,true,false,48000,RFC,false,true,true,true,true
__MISSING__,53,2013,8,Wisconsin,WI,MRO,East North Central,-0.3,normal,2013-08-29T00:00:00,14:57:00,2013-08-29T00:00:00,15:29:00,severe weather,__MISSING__,__MISSING__,32,15,7000,14.27,11.34,7.92,11.1,1976342,2183235,2131435,6291012,31.4153271365561,34.7040348993135,33.8806379641304,2619676,341657,4725,2966058,88.3218062492372,11.5188914040117,0.159302346751142,45811,48396,0.946586494751632,0.4,5022,263089,1.9088597394798,2.1,5743653,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,38003c48c28af9325ae7196d12e50384bb563931ba9de71ea1de6e370942353b,1,1,false,false,__MISSING__,2013-08-29T14:57:00,2013-08-29T15:29:00,32,32,0,true,true,true,true,15,true,true,false,7000,MRO,false,true,true,true,true
__MISSING__,54,2014,1,Wisconsin,WI,RFC,East North Central,-0.5,cold,2014-01-24T00:00:00,00:00:00,2014-04-09T00:00:00,11:53:00,fuel supply emergency, Coal,__MISSING__,108653,__MISSING__,__MISSING__,12.86,10.24,7.16,10.28,2393637,2089309,1959985,6442931,37.1513679100397,32.4279276000317,30.4207044899286,2631430,345907,5465,2982802,88.2200695855776,11.5967134258325,0.183216988589923,46676,49091,0.95080564665621,1.9,4680,268742,1.74144718726511,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,64214f134d60baf15238ef94c973b596aa6bd8ed42878ca1025b8aa41d7d3890,1,1,false,false,coal,2014-01-24T00:00:00,2014-04-09T11:53:00,108653,108713,-60,true,true,true,true,__MISSING__,false,false,false,__MISSING__,RFC,false,true,false,false,true
__MISSING__,55,2014,4,Wisconsin,WI,MRO,East North Central,-0.2,normal,2014-04-03T00:00:00,14:45:00,2014-04-09T00:00:00,11:53:00,fuel supply emergency, Coal,__MISSING__,8468,__MISSING__,__MISSING__,13.52,10.69,7.38,10.39,1622026,1844599,1864263,5330888,30.4269382511882,34.6020963111587,34.9709654376532,2631430,345907,5465,2982802,88.2200695855776,11.5967134258325,0.183216988589923,46676,49091,0.95080564665621,1.9,4680,268742,1.74144718726511,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,f28d2f483be056781bd5608c663f48df884f51fcf576da2c3500e545eece5772,1,1,false,false,coal,2014-04-03T14:45:00,2014-04-09T11:53:00,8468,8468,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,MRO,false,true,false,false,true
__MISSING__,56,2003,7,Wisconsin,WI,RFC,East North Central,0.1,normal,2003-07-04T00:00:00,06:00:00,2003-07-04T00:00:00,22:00:00,severe weather,thunderstorm,__MISSING__,960,150,52000,8.9,7.2,5.05,6.96,2037308,1857203,2294260,6188772,32.919422463778,30.0092328494247,37.0713285285029,2446109,301434,5704,2753247,88.8445170375197,10.9483093961421,0.207173566338218,43553,45858,0.949736142003576,2.4,4616,238635,1.93433486286588,1.9,5479203,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,bdd4e472906a43dec2d55124e76ced3c968f007823c8c4e085a28e20848dfcce,1,1,false,false,thunderstorm,2003-07-04T06:00:00,2003-07-04T22:00:00,960,960,0,true,true,true,true,150,true,true,false,52000,RFC,false,true,true,true,true
__MISSING__,57,2014,1,Wisconsin,WI,MRO,East North Central,-0.5,cold,2014-01-29T00:00:00,16:00:00,2014-01-29T00:00:00,16:44:00,intentional attack,vandalism,__MISSING__,44,__MISSING__,__MISSING__,12.86,10.24,7.16,10.28,2393637,2089309,1959985,6442931,37.1513679100397,32.4279276000317,30.4207044899286,2631430,345907,5465,2982802,88.2200695855776,11.5967134258325,0.183216988589923,46676,49091,0.95080564665621,1.9,4680,268742,1.74144718726511,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,31bb9c6b2a6082d7e3e1357115fd16456662e6295d10c339bcd52d62ef2fccc1,1,1,false,false,vandalism,2014-01-29T16:00:00,2014-01-29T16:44:00,44,44,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,MRO,false,true,false,false,true
__MISSING__,58,2016,1,Wisconsin,WI,MRO,East North Central,2.2,warm,2016-01-04T00:00:00,05:15:00,2016-01-05T00:00:00,08:00:00,intentional attack,sabotage,__MISSING__,1605,0,0,13.77,10.71,7.5,10.79,2167342,2011093,1904765,6083211,35.6282561956177,33.0597278312391,31.311835147589,2662284,349324,5537,3017146,88.2384876303633,11.577961424472,0.183517801259866,48063,50660,0.948736675878405,1.4,4900,277464,1.76599486780267,1.9,5772917,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,16d65d7e2837c897413a1ebafb35418fa4e57027d625c2a68b479716918a9d44,1,1,false,false,sabotage,2016-01-04T05:15:00,2016-01-05T08:00:00,1605,1605,0,true,true,true,true,0,true,false,true,0,MRO,false,true,true,false,true
